scBarcode	Set	Origi	Type
human2_lib1.final_cell_0347	Donor2	ductal	ductal
human2_lib1.final_cell_0348	Donor2	ductal	ductal
human2_lib1.final_cell_0349	Donor2	alpha	alpha
human2_lib1.final_cell_0350	Donor2	activated_stellate	activated_stellate
human2_lib1.final_cell_0351	Donor2	ductal	ductal
human2_lib1.final_cell_0352	Donor2	alpha	alpha
human2_lib1.final_cell_0353	Donor2	alpha	alpha
human2_lib1.final_cell_0354	Donor2	beta	beta
human2_lib1.final_cell_0355	Donor2	delta	delta
human2_lib1.final_cell_0356	Donor2	alpha	alpha
human2_lib1.final_cell_0357	Donor2	alpha	alpha
human2_lib1.final_cell_0358	Donor2	ductal	ductal
human2_lib1.final_cell_0359	Donor2	alpha	alpha
human2_lib1.final_cell_0360	Donor2	alpha	alpha
human2_lib1.final_cell_0361	Donor2	gamma	gamma
human2_lib1.final_cell_0362	Donor2	ductal	ductal
human2_lib1.final_cell_0363	Donor2	alpha	alpha
human2_lib1.final_cell_0364	Donor2	delta	delta
human2_lib1.final_cell_0365	Donor2	endothelial	endothelial
human2_lib1.final_cell_0366	Donor2	beta	beta
human2_lib1.final_cell_0367	Donor2	alpha	alpha
human2_lib1.final_cell_0368	Donor2	beta	beta
human2_lib1.final_cell_0369	Donor2	alpha	alpha
human2_lib1.final_cell_0370	Donor2	alpha	alpha
human2_lib1.final_cell_0371	Donor2	alpha	alpha
human2_lib1.final_cell_0372	Donor2	gamma	gamma
human2_lib1.final_cell_0373	Donor2	ductal	ductal
human2_lib1.final_cell_0374	Donor2	alpha	alpha
human2_lib1.final_cell_0375	Donor2	alpha	alpha
human2_lib1.final_cell_0376	Donor2	gamma	gamma
human2_lib1.final_cell_0377	Donor2	alpha	alpha
human2_lib1.final_cell_0378	Donor2	quiescent_stellate	quiescent_stellate
human2_lib1.final_cell_0379	Donor2	beta	beta
human2_lib1.final_cell_0382	Donor2	beta	beta
human2_lib1.final_cell_0383	Donor2	alpha	alpha
human2_lib1.final_cell_0384	Donor2	alpha	alpha
human2_lib1.final_cell_0385	Donor2	alpha	alpha
human2_lib1.final_cell_0386	Donor2	alpha	alpha
human2_lib1.final_cell_0387	Donor2	alpha	alpha
human2_lib1.final_cell_0388	Donor2	beta	beta
human2_lib1.final_cell_0389	Donor2	alpha	alpha
human2_lib1.final_cell_0390	Donor2	beta	beta
human2_lib1.final_cell_0391	Donor2	ductal	ductal
human2_lib1.final_cell_0392	Donor2	gamma	gamma
human2_lib1.final_cell_0393	Donor2	beta	beta
human2_lib1.final_cell_0394	Donor2	activated_stellate	activated_stellate
human2_lib1.final_cell_0395	Donor2	ductal	ductal
human2_lib1.final_cell_0396	Donor2	ductal	ductal
human2_lib1.final_cell_0397	Donor2	alpha	alpha
human2_lib1.final_cell_0398	Donor2	gamma	gamma
human2_lib1.final_cell_0399	Donor2	epsilon	epsilon
human2_lib1.final_cell_0400	Donor2	alpha	alpha
human2_lib1.final_cell_0401	Donor2	delta	delta
human2_lib1.final_cell_0402	Donor2	alpha	alpha
human2_lib1.final_cell_0404	Donor2	alpha	alpha
human2_lib1.final_cell_0405	Donor2	beta	beta
human2_lib1.final_cell_0406	Donor2	activated_stellate	activated_stellate
human2_lib1.final_cell_0407	Donor2	gamma	gamma
human2_lib1.final_cell_0408	Donor2	alpha	alpha
human2_lib1.final_cell_0409	Donor2	alpha	alpha
human2_lib1.final_cell_0410	Donor2	schwann	schwann
human2_lib1.final_cell_0412	Donor2	alpha	alpha
human2_lib1.final_cell_0413	Donor2	alpha	alpha
human2_lib1.final_cell_0414	Donor2	gamma	gamma
human2_lib1.final_cell_0415	Donor2	alpha	alpha
human2_lib1.final_cell_0416	Donor2	alpha	alpha
human2_lib1.final_cell_0417	Donor2	alpha	alpha
human2_lib1.final_cell_0418	Donor2	alpha	alpha
human2_lib1.final_cell_0419	Donor2	alpha	alpha
human2_lib1.final_cell_0420	Donor2	alpha	alpha
human2_lib1.final_cell_0421	Donor2	beta	beta
human2_lib1.final_cell_0422	Donor2	macrophage	macrophage
human2_lib1.final_cell_0423	Donor2	ductal	ductal
human2_lib1.final_cell_0424	Donor2	alpha	alpha
human2_lib1.final_cell_0425	Donor2	alpha	alpha
human2_lib1.final_cell_0426	Donor2	ductal	ductal
human2_lib1.final_cell_0427	Donor2	alpha	alpha
human2_lib1.final_cell_0428	Donor2	alpha	alpha
human2_lib1.final_cell_0429	Donor2	alpha	alpha
human2_lib1.final_cell_0430	Donor2	beta	beta
human2_lib1.final_cell_0431	Donor2	ductal	ductal
human2_lib1.final_cell_0432	Donor2	gamma	gamma
human2_lib1.final_cell_0433	Donor2	delta	delta
human2_lib1.final_cell_0434	Donor2	ductal	ductal
human2_lib1.final_cell_0435	Donor2	delta	delta
human2_lib1.final_cell_0436	Donor2	beta	beta
human2_lib1.final_cell_0437	Donor2	alpha	alpha
human2_lib1.final_cell_0438	Donor2	ductal	ductal
human2_lib1.final_cell_0439	Donor2	gamma	gamma
human2_lib1.final_cell_0440	Donor2	alpha	alpha
human2_lib1.final_cell_0441	Donor2	alpha	alpha
human2_lib1.final_cell_0442	Donor2	alpha	alpha
human2_lib1.final_cell_0443	Donor2	gamma	gamma
human2_lib1.final_cell_0444	Donor2	activated_stellate	activated_stellate
human2_lib1.final_cell_0445	Donor2	alpha	alpha
human2_lib1.final_cell_0446	Donor2	ductal	ductal
human2_lib1.final_cell_0447	Donor2	alpha	alpha
human2_lib1.final_cell_0448	Donor2	alpha	alpha
human2_lib1.final_cell_0449	Donor2	beta	beta
human2_lib1.final_cell_0450	Donor2	ductal	ductal
human2_lib1.final_cell_0451	Donor2	alpha	alpha
human2_lib1.final_cell_0452	Donor2	gamma	gamma
human2_lib1.final_cell_0453	Donor2	delta	delta
human2_lib1.final_cell_0454	Donor2	alpha	alpha
human2_lib1.final_cell_0455	Donor2	alpha	alpha
human2_lib1.final_cell_0456	Donor2	ductal	ductal
human2_lib1.final_cell_0457	Donor2	activated_stellate	activated_stellate
human2_lib1.final_cell_0458	Donor2	alpha	alpha
human2_lib1.final_cell_0459	Donor2	alpha	alpha
human2_lib1.final_cell_0460	Donor2	alpha	alpha
human2_lib1.final_cell_0461	Donor2	gamma	gamma
human2_lib1.final_cell_0462	Donor2	alpha	alpha
human2_lib1.final_cell_0463	Donor2	beta	beta
human2_lib1.final_cell_0464	Donor2	alpha	alpha
human2_lib1.final_cell_0465	Donor2	alpha	alpha
human2_lib1.final_cell_0466	Donor2	beta	beta
human2_lib1.final_cell_0467	Donor2	ductal	ductal
human2_lib1.final_cell_0468	Donor2	schwann	schwann
human2_lib1.final_cell_0469	Donor2	delta	delta
human2_lib1.final_cell_0470	Donor2	gamma	gamma
human2_lib1.final_cell_0471	Donor2	activated_stellate	activated_stellate
human2_lib1.final_cell_0472	Donor2	alpha	alpha
human2_lib1.final_cell_0474	Donor2	beta	beta
human2_lib1.final_cell_0475	Donor2	beta	beta
human2_lib1.final_cell_0476	Donor2	alpha	alpha
human2_lib1.final_cell_0477	Donor2	gamma	gamma
human2_lib1.final_cell_0478	Donor2	gamma	gamma
human2_lib1.final_cell_0479	Donor2	ductal	ductal
human2_lib1.final_cell_0480	Donor2	alpha	alpha
human2_lib1.final_cell_0481	Donor2	activated_stellate	activated_stellate
human2_lib1.final_cell_0482	Donor2	endothelial	endothelial
human2_lib1.final_cell_0483	Donor2	beta	beta
human2_lib1.final_cell_0484	Donor2	beta	beta
human2_lib1.final_cell_0485	Donor2	endothelial	endothelial
human2_lib1.final_cell_0486	Donor2	alpha	alpha
human2_lib1.final_cell_0487	Donor2	beta	beta
human2_lib1.final_cell_0488	Donor2	beta	beta
human2_lib1.final_cell_0489	Donor2	alpha	alpha
human2_lib1.final_cell_0490	Donor2	ductal	ductal
human2_lib1.final_cell_0491	Donor2	alpha	alpha
human2_lib1.final_cell_0492	Donor2	alpha	alpha
human2_lib1.final_cell_0493	Donor2	alpha	alpha
human2_lib1.final_cell_0494	Donor2	gamma	gamma
human2_lib1.final_cell_0495	Donor2	activated_stellate	activated_stellate
human2_lib1.final_cell_0496	Donor2	alpha	alpha
human2_lib1.final_cell_0497	Donor2	beta	beta
human2_lib1.final_cell_0498	Donor2	alpha	alpha
human2_lib1.final_cell_0499	Donor2	alpha	alpha
human2_lib1.final_cell_0500	Donor2	quiescent_stellate	quiescent_stellate
human2_lib1.final_cell_0501	Donor2	gamma	gamma
human2_lib1.final_cell_0502	Donor2	alpha	alpha
human2_lib1.final_cell_0503	Donor2	alpha	alpha
human2_lib1.final_cell_0504	Donor2	alpha	alpha
human2_lib1.final_cell_0505	Donor2	alpha	alpha
human2_lib1.final_cell_0506	Donor2	alpha	alpha
human2_lib1.final_cell_0507	Donor2	quiescent_stellate	quiescent_stellate
human2_lib1.final_cell_0508	Donor2	alpha	alpha
human2_lib1.final_cell_0509	Donor2	alpha	alpha
human2_lib1.final_cell_0510	Donor2	alpha	alpha
human2_lib1.final_cell_0511	Donor2	ductal	ductal
human2_lib1.final_cell_0512	Donor2	alpha	alpha
human2_lib1.final_cell_0513	Donor2	beta	beta
human2_lib1.final_cell_0514	Donor2	beta	beta
human2_lib1.final_cell_0515	Donor2	beta	beta
human2_lib1.final_cell_0516	Donor2	beta	beta
human2_lib1.final_cell_0517	Donor2	ductal	ductal
human2_lib1.final_cell_0519	Donor2	alpha	alpha
human2_lib1.final_cell_0520	Donor2	ductal	ductal
human2_lib1.final_cell_0521	Donor2	alpha	alpha
human2_lib1.final_cell_0522	Donor2	beta	beta
human2_lib1.final_cell_0523	Donor2	activated_stellate	activated_stellate
human2_lib1.final_cell_0524	Donor2	ductal	ductal
human2_lib1.final_cell_0525	Donor2	mast	mast
human2_lib1.final_cell_0526	Donor2	alpha	alpha
human2_lib1.final_cell_0527	Donor2	beta	beta
human2_lib1.final_cell_0528	Donor2	alpha	alpha
human2_lib1.final_cell_0529	Donor2	alpha	alpha
human2_lib1.final_cell_0530	Donor2	beta	beta
human2_lib1.final_cell_0531	Donor2	gamma	gamma
human2_lib1.final_cell_0532	Donor2	beta	beta
human2_lib1.final_cell_0534	Donor2	ductal	ductal
human2_lib1.final_cell_0535	Donor2	ductal	ductal
human2_lib1.final_cell_0536	Donor2	ductal	ductal
human2_lib1.final_cell_0537	Donor2	alpha	alpha
human2_lib1.final_cell_0538	Donor2	beta	beta
human2_lib1.final_cell_0539	Donor2	ductal	ductal
human2_lib1.final_cell_0540	Donor2	beta	beta
human2_lib1.final_cell_0541	Donor2	endothelial	endothelial
human2_lib1.final_cell_0542	Donor2	beta	beta
human2_lib1.final_cell_0543	Donor2	beta	beta
human2_lib1.final_cell_0544	Donor2	macrophage	macrophage
human2_lib1.final_cell_0545	Donor2	gamma	gamma
human2_lib1.final_cell_0546	Donor2	ductal	ductal
human2_lib1.final_cell_0547	Donor2	ductal	ductal
human2_lib1.final_cell_0548	Donor2	beta	beta
human2_lib1.final_cell_0549	Donor2	quiescent_stellate	quiescent_stellate
human2_lib1.final_cell_0551	Donor2	alpha	alpha
human2_lib1.final_cell_0552	Donor2	alpha	alpha
human2_lib1.final_cell_0553	Donor2	ductal	ductal
human2_lib1.final_cell_0554	Donor2	alpha	alpha
human2_lib1.final_cell_0555	Donor2	ductal	ductal
human2_lib1.final_cell_0556	Donor2	beta	beta
human2_lib1.final_cell_0557	Donor2	alpha	alpha
human2_lib1.final_cell_0559	Donor2	beta	beta
human2_lib2.final_cell_0001	Donor2	delta	delta
human2_lib2.final_cell_0002	Donor2	alpha	alpha
human2_lib2.final_cell_0003	Donor2	alpha	alpha
human2_lib2.final_cell_0004	Donor2	alpha	alpha
human2_lib2.final_cell_0005	Donor2	alpha	alpha
human2_lib2.final_cell_0006	Donor2	delta	delta
human2_lib2.final_cell_0008	Donor2	alpha	alpha
human2_lib2.final_cell_0009	Donor2	delta	delta
human2_lib2.final_cell_0010	Donor2	delta	delta
human2_lib2.final_cell_0011	Donor2	delta	delta
human2_lib2.final_cell_0012	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0013	Donor2	beta	beta
human2_lib2.final_cell_0014	Donor2	delta	delta
human2_lib2.final_cell_0018	Donor2	ductal	ductal
human2_lib2.final_cell_0019	Donor2	alpha	alpha
human2_lib2.final_cell_0020	Donor2	delta	delta
human2_lib2.final_cell_0021	Donor2	macrophage	macrophage
human2_lib2.final_cell_0022	Donor2	beta	beta
human2_lib2.final_cell_0023	Donor2	delta	delta
human2_lib2.final_cell_0025	Donor2	beta	beta
human2_lib2.final_cell_0026	Donor2	delta	delta
human2_lib2.final_cell_0027	Donor2	alpha	alpha
human2_lib2.final_cell_0028	Donor2	alpha	alpha
human2_lib2.final_cell_0029	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0031	Donor2	beta	beta
human2_lib2.final_cell_0033	Donor2	alpha	alpha
human2_lib2.final_cell_0034	Donor2	delta	delta
human2_lib2.final_cell_0035	Donor2	ductal	ductal
human2_lib2.final_cell_0037	Donor2	beta	beta
human2_lib2.final_cell_0038	Donor2	alpha	alpha
human2_lib2.final_cell_0039	Donor2	alpha	alpha
human2_lib2.final_cell_0040	Donor2	beta	beta
human2_lib2.final_cell_0041	Donor2	alpha	alpha
human2_lib2.final_cell_0042	Donor2	beta	beta
human2_lib2.final_cell_0046	Donor2	beta	beta
human2_lib2.final_cell_0047	Donor2	delta	delta
human2_lib2.final_cell_0048	Donor2	beta	beta
human2_lib2.final_cell_0049	Donor2	beta	beta
human2_lib2.final_cell_0050	Donor2	ductal	ductal
human2_lib2.final_cell_0051	Donor2	alpha	alpha
human2_lib2.final_cell_0053	Donor2	ductal	ductal
human2_lib2.final_cell_0054	Donor2	beta	beta
human2_lib2.final_cell_0055	Donor2	alpha	alpha
human2_lib2.final_cell_0056	Donor2	beta	beta
human2_lib2.final_cell_0057	Donor2	beta	beta
human2_lib2.final_cell_0058	Donor2	beta	beta
human2_lib2.final_cell_0059	Donor2	alpha	alpha
human2_lib2.final_cell_0060	Donor2	alpha	alpha
human2_lib2.final_cell_0061	Donor2	beta	beta
human2_lib2.final_cell_0062	Donor2	beta	beta
human2_lib2.final_cell_0063	Donor2	alpha	alpha
human2_lib2.final_cell_0064	Donor2	beta	beta
human2_lib2.final_cell_0065	Donor2	beta	beta
human2_lib2.final_cell_0066	Donor2	beta	beta
human2_lib2.final_cell_0068	Donor2	beta	beta
human2_lib2.final_cell_0069	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0070	Donor2	beta	beta
human2_lib2.final_cell_0072	Donor2	beta	beta
human2_lib2.final_cell_0073	Donor2	beta	beta
human2_lib2.final_cell_0074	Donor2	alpha	alpha
human2_lib2.final_cell_0075	Donor2	ductal	ductal
human2_lib2.final_cell_0077	Donor2	beta	beta
human2_lib2.final_cell_0079	Donor2	alpha	alpha
human2_lib2.final_cell_0080	Donor2	ductal	ductal
human2_lib2.final_cell_0081	Donor2	gamma	gamma
human2_lib2.final_cell_0082	Donor2	alpha	alpha
human2_lib2.final_cell_0083	Donor2	beta	beta
human2_lib2.final_cell_0084	Donor2	beta	beta
human2_lib2.final_cell_0085	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0086	Donor2	beta	beta
human2_lib2.final_cell_0087	Donor2	beta	beta
human2_lib2.final_cell_0088	Donor2	alpha	alpha
human2_lib2.final_cell_0089	Donor2	beta	beta
human2_lib2.final_cell_0090	Donor2	gamma	gamma
human2_lib2.final_cell_0091	Donor2	beta	beta
human2_lib2.final_cell_0092	Donor2	alpha	alpha
human2_lib2.final_cell_0094	Donor2	beta	beta
human2_lib2.final_cell_0095	Donor2	alpha	alpha
human2_lib2.final_cell_0096	Donor2	alpha	alpha
human2_lib2.final_cell_0097	Donor2	beta	beta
human2_lib2.final_cell_0098	Donor2	alpha	alpha
human2_lib2.final_cell_0099	Donor2	alpha	alpha
human2_lib2.final_cell_0100	Donor2	alpha	alpha
human2_lib2.final_cell_0101	Donor2	alpha	alpha
human2_lib2.final_cell_0102	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0103	Donor2	alpha	alpha
human2_lib2.final_cell_0104	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0105	Donor2	beta	beta
human2_lib2.final_cell_0106	Donor2	gamma	gamma
human2_lib2.final_cell_0107	Donor2	alpha	alpha
human2_lib2.final_cell_0108	Donor2	beta	beta
human2_lib2.final_cell_0109	Donor2	delta	delta
human2_lib2.final_cell_0111	Donor2	alpha	alpha
human2_lib2.final_cell_0112	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0113	Donor2	beta	beta
human2_lib2.final_cell_0114	Donor2	alpha	alpha
human2_lib2.final_cell_0115	Donor2	alpha	alpha
human2_lib2.final_cell_0116	Donor2	alpha	alpha
human2_lib2.final_cell_0117	Donor2	beta	beta
human2_lib2.final_cell_0118	Donor2	beta	beta
human2_lib2.final_cell_0119	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0120	Donor2	macrophage	macrophage
human2_lib2.final_cell_0122	Donor2	beta	beta
human2_lib2.final_cell_0123	Donor2	beta	beta
human2_lib2.final_cell_0124	Donor2	alpha	alpha
human2_lib2.final_cell_0125	Donor2	beta	beta
human2_lib2.final_cell_0126	Donor2	beta	beta
human2_lib2.final_cell_0128	Donor2	alpha	alpha
human2_lib2.final_cell_0129	Donor2	delta	delta
human2_lib2.final_cell_0130	Donor2	beta	beta
human2_lib2.final_cell_0131	Donor2	beta	beta
human2_lib2.final_cell_0132	Donor2	alpha	alpha
human2_lib2.final_cell_0133	Donor2	beta	beta
human2_lib2.final_cell_0134	Donor2	alpha	alpha
human2_lib2.final_cell_0135	Donor2	beta	beta
human2_lib2.final_cell_0136	Donor2	ductal	ductal
human2_lib2.final_cell_0137	Donor2	beta	beta
human2_lib2.final_cell_0138	Donor2	alpha	alpha
human2_lib2.final_cell_0139	Donor2	alpha	alpha
human2_lib2.final_cell_0140	Donor2	delta	delta
human2_lib2.final_cell_0141	Donor2	beta	beta
human2_lib2.final_cell_0142	Donor2	beta	beta
human2_lib2.final_cell_0143	Donor2	alpha	alpha
human2_lib2.final_cell_0144	Donor2	macrophage	macrophage
human2_lib2.final_cell_0145	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0147	Donor2	beta	beta
human2_lib2.final_cell_0148	Donor2	alpha	alpha
human2_lib2.final_cell_0149	Donor2	delta	delta
human2_lib2.final_cell_0150	Donor2	macrophage	macrophage
human2_lib2.final_cell_0151	Donor2	delta	delta
human2_lib2.final_cell_0152	Donor2	alpha	alpha
human2_lib2.final_cell_0155	Donor2	delta	delta
human2_lib2.final_cell_0156	Donor2	alpha	alpha
human2_lib2.final_cell_0158	Donor2	ductal	ductal
human2_lib2.final_cell_0159	Donor2	alpha	alpha
human2_lib2.final_cell_0160	Donor2	beta	beta
human2_lib2.final_cell_0161	Donor2	ductal	ductal
human2_lib2.final_cell_0163	Donor2	alpha	alpha
human2_lib2.final_cell_0164	Donor2	alpha	alpha
human2_lib2.final_cell_0165	Donor2	delta	delta
human2_lib2.final_cell_0166	Donor2	delta	delta
human2_lib2.final_cell_0167	Donor2	alpha	alpha
human2_lib2.final_cell_0168	Donor2	alpha	alpha
human2_lib2.final_cell_0170	Donor2	alpha	alpha
human2_lib2.final_cell_0171	Donor2	alpha	alpha
human2_lib2.final_cell_0172	Donor2	delta	delta
human2_lib2.final_cell_0173	Donor2	alpha	alpha
human2_lib2.final_cell_0174	Donor2	beta	beta
human2_lib2.final_cell_0175	Donor2	beta	beta
human2_lib2.final_cell_0176	Donor2	alpha	alpha
human2_lib2.final_cell_0177	Donor2	ductal	ductal
human2_lib2.final_cell_0178	Donor2	delta	delta
human2_lib2.final_cell_0179	Donor2	alpha	alpha
human2_lib2.final_cell_0180	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0181	Donor2	delta	delta
human2_lib2.final_cell_0182	Donor2	beta	beta
human2_lib2.final_cell_0183	Donor2	gamma	gamma
human2_lib2.final_cell_0184	Donor2	delta	delta
human2_lib2.final_cell_0185	Donor2	gamma	gamma
human2_lib2.final_cell_0186	Donor2	beta	beta
human2_lib2.final_cell_0187	Donor2	ductal	ductal
human2_lib2.final_cell_0188	Donor2	alpha	alpha
human2_lib2.final_cell_0189	Donor2	ductal	ductal
human2_lib2.final_cell_0190	Donor2	alpha	alpha
human2_lib2.final_cell_0191	Donor2	ductal	ductal
human2_lib2.final_cell_0192	Donor2	beta	beta
human2_lib2.final_cell_0193	Donor2	ductal	ductal
human2_lib2.final_cell_0194	Donor2	alpha	alpha
human2_lib2.final_cell_0195	Donor2	beta	beta
human2_lib2.final_cell_0196	Donor2	beta	beta
human2_lib2.final_cell_0198	Donor2	beta	beta
human2_lib2.final_cell_0199	Donor2	alpha	alpha
human2_lib2.final_cell_0200	Donor2	ductal	ductal
human2_lib2.final_cell_0201	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0202	Donor2	alpha	alpha
human2_lib2.final_cell_0203	Donor2	beta	beta
human2_lib2.final_cell_0204	Donor2	beta	beta
human2_lib2.final_cell_0205	Donor2	ductal	ductal
human2_lib2.final_cell_0206	Donor2	alpha	alpha
human2_lib2.final_cell_0207	Donor2	ductal	ductal
human2_lib2.final_cell_0208	Donor2	alpha	alpha
human2_lib2.final_cell_0209	Donor2	alpha	alpha
human2_lib2.final_cell_0210	Donor2	alpha	alpha
human2_lib2.final_cell_0211	Donor2	alpha	alpha
human2_lib2.final_cell_0212	Donor2	alpha	alpha
human2_lib2.final_cell_0213	Donor2	beta	beta
human2_lib2.final_cell_0214	Donor2	ductal	ductal
human2_lib2.final_cell_0215	Donor2	alpha	alpha
human2_lib2.final_cell_0216	Donor2	alpha	alpha
human2_lib2.final_cell_0217	Donor2	alpha	alpha
human2_lib2.final_cell_0218	Donor2	ductal	ductal
human2_lib2.final_cell_0219	Donor2	beta	beta
human2_lib2.final_cell_0220	Donor2	ductal	ductal
human2_lib2.final_cell_0221	Donor2	activated_stellate	activated_stellate
human2_lib2.final_cell_0222	Donor2	alpha	alpha
human2_lib2.final_cell_0223	Donor2	beta	beta
human2_lib2.final_cell_0224	Donor2	alpha	alpha
human2_lib2.final_cell_0225	Donor2	alpha	alpha
human2_lib2.final_cell_0226	Donor2	ductal	ductal
human2_lib2.final_cell_0227	Donor2	alpha	alpha
human2_lib2.final_cell_0228	Donor2	alpha	alpha
human2_lib2.final_cell_0229	Donor2	beta	beta
human2_lib2.final_cell_0230	Donor2	beta	beta
human2_lib2.final_cell_0231	Donor2	beta	beta
human2_lib2.final_cell_0232	Donor2	beta	beta
human2_lib2.final_cell_0234	Donor2	macrophage	macrophage
human2_lib2.final_cell_0235	Donor2	alpha	alpha
human2_lib2.final_cell_0237	Donor2	alpha	alpha
human2_lib2.final_cell_0238	Donor2	beta	beta
human2_lib2.final_cell_0239	Donor2	beta	beta
human2_lib2.final_cell_0240	Donor2	ductal	ductal
human2_lib2.final_cell_0241	Donor2	beta	beta
human2_lib2.final_cell_0242	Donor2	delta	delta
human2_lib2.final_cell_0243	Donor2	quiescent_stellate	quiescent_stellate
