Barcode	Origi	Set
human1_lib3.final_cell_0606	delta	Donor1
human1_lib3.final_cell_0607	beta	Donor1
human1_lib3.final_cell_0608	beta	Donor1
human1_lib3.final_cell_0609	beta	Donor1
human1_lib3.final_cell_0610	ductal	Donor1
human1_lib3.final_cell_0611	quiescent_stellate	Donor1
human1_lib3.final_cell_0612	beta	Donor1
human1_lib3.final_cell_0613	macrophage	Donor1
human1_lib3.final_cell_0614	delta	Donor1
human1_lib3.final_cell_0615	endothelial	Donor1
human1_lib3.final_cell_0616	alpha	Donor1
human1_lib3.final_cell_0617	beta	Donor1
human1_lib3.final_cell_0618	endothelial	Donor1
human1_lib3.final_cell_0619	beta	Donor1
human1_lib3.final_cell_0620	beta	Donor1
human1_lib3.final_cell_0621	endothelial	Donor1
human1_lib3.final_cell_0622	delta	Donor1
human1_lib3.final_cell_0623	acinar	Donor1
human1_lib3.final_cell_0624	acinar	Donor1
human1_lib3.final_cell_0625	endothelial	Donor1
human1_lib3.final_cell_0626	beta	Donor1
human1_lib3.final_cell_0627	endothelial	Donor1
human1_lib3.final_cell_0628	acinar	Donor1
human1_lib3.final_cell_0629	beta	Donor1
human1_lib3.final_cell_0630	delta	Donor1
human1_lib3.final_cell_0631	quiescent_stellate	Donor1
human1_lib3.final_cell_0632	quiescent_stellate	Donor1
human1_lib3.final_cell_0633	beta	Donor1
human1_lib3.final_cell_0634	beta	Donor1
human1_lib3.final_cell_0635	quiescent_stellate	Donor1
human1_lib3.final_cell_0636	alpha	Donor1
human1_lib3.final_cell_0637	quiescent_stellate	Donor1
human1_lib3.final_cell_0638	quiescent_stellate	Donor1
human1_lib3.final_cell_0639	beta	Donor1
human1_lib3.final_cell_0640	quiescent_stellate	Donor1
human1_lib3.final_cell_0641	schwann	Donor1
human1_lib3.final_cell_0642	beta	Donor1
human1_lib3.final_cell_0643	beta	Donor1
human1_lib3.final_cell_0644	beta	Donor1
human1_lib3.final_cell_0645	beta	Donor1
human1_lib3.final_cell_0646	beta	Donor1
human1_lib3.final_cell_0647	beta	Donor1
human1_lib3.final_cell_0648	beta	Donor1
human1_lib3.final_cell_0649	endothelial	Donor1
human1_lib3.final_cell_0650	ductal	Donor1
human1_lib3.final_cell_0651	beta	Donor1
human1_lib3.final_cell_0652	beta	Donor1
human1_lib3.final_cell_0653	beta	Donor1
human1_lib3.final_cell_0654	beta	Donor1
human1_lib3.final_cell_0655	alpha	Donor1
human1_lib3.final_cell_0656	quiescent_stellate	Donor1
human1_lib3.final_cell_0657	quiescent_stellate	Donor1
human1_lib3.final_cell_0658	beta	Donor1
human1_lib3.final_cell_0659	beta	Donor1
human1_lib3.final_cell_0660	alpha	Donor1
human1_lib3.final_cell_0661	ductal	Donor1
human1_lib3.final_cell_0662	quiescent_stellate	Donor1
human1_lib3.final_cell_0663	beta	Donor1
human1_lib3.final_cell_0664	endothelial	Donor1
human1_lib3.final_cell_0665	delta	Donor1
human1_lib3.final_cell_0666	beta	Donor1
human1_lib3.final_cell_0667	beta	Donor1
human1_lib3.final_cell_0668	alpha	Donor1
human1_lib3.final_cell_0669	beta	Donor1
human1_lib3.final_cell_0670	beta	Donor1
human1_lib3.final_cell_0671	endothelial	Donor1
human1_lib3.final_cell_0672	beta	Donor1
human1_lib3.final_cell_0673	endothelial	Donor1
human1_lib3.final_cell_0674	alpha	Donor1
human1_lib3.final_cell_0675	quiescent_stellate	Donor1
human1_lib3.final_cell_0676	endothelial	Donor1
human1_lib3.final_cell_0677	alpha	Donor1
human1_lib3.final_cell_0678	alpha	Donor1
human1_lib3.final_cell_0679	ductal	Donor1
human1_lib3.final_cell_0680	quiescent_stellate	Donor1
human1_lib3.final_cell_0681	endothelial	Donor1
human1_lib3.final_cell_0682	beta	Donor1
human1_lib3.final_cell_0683	gamma	Donor1
human1_lib3.final_cell_0684	epsilon	Donor1
human1_lib3.final_cell_0685	activated_stellate	Donor1
human1_lib3.final_cell_0686	alpha	Donor1
human1_lib3.final_cell_0687	activated_stellate	Donor1
human1_lib3.final_cell_0688	beta	Donor1
human1_lib3.final_cell_0689	beta	Donor1
human1_lib3.final_cell_0690	mast	Donor1
human1_lib3.final_cell_0691	activated_stellate	Donor1
human1_lib3.final_cell_0692	epsilon	Donor1
human1_lib3.final_cell_0693	quiescent_stellate	Donor1
human1_lib3.final_cell_0694	endothelial	Donor1
human1_lib3.final_cell_0695	gamma	Donor1
human1_lib3.final_cell_0696	beta	Donor1
human1_lib3.final_cell_0697	quiescent_stellate	Donor1
human1_lib3.final_cell_0698	quiescent_stellate	Donor1
human1_lib3.final_cell_0699	alpha	Donor1
human1_lib3.final_cell_0700	beta	Donor1
human1_lib3.final_cell_0701	beta	Donor1
human1_lib3.final_cell_0702	beta	Donor1
human1_lib3.final_cell_0703	beta	Donor1
human1_lib3.final_cell_0704	t_cell	Donor1
human1_lib3.final_cell_0705	beta	Donor1
human1_lib3.final_cell_0706	beta	Donor1
human1_lib3.final_cell_0707	beta	Donor1
human1_lib3.final_cell_0708	alpha	Donor1
human1_lib3.final_cell_0709	beta	Donor1
human1_lib3.final_cell_0710	endothelial	Donor1
human1_lib3.final_cell_0711	endothelial	Donor1
human1_lib3.final_cell_0712	mast	Donor1
human1_lib3.final_cell_0713	beta	Donor1
human1_lib3.final_cell_0714	quiescent_stellate	Donor1
human1_lib3.final_cell_0715	beta	Donor1
human1_lib3.final_cell_0716	beta	Donor1
human1_lib3.final_cell_0717	beta	Donor1
human1_lib3.final_cell_0718	beta	Donor1
human1_lib3.final_cell_0719	beta	Donor1
human1_lib3.final_cell_0720	endothelial	Donor1
human1_lib3.final_cell_0721	t_cell	Donor1
human1_lib3.final_cell_0722	ductal	Donor1
human1_lib3.final_cell_0723	quiescent_stellate	Donor1
human1_lib3.final_cell_0724	beta	Donor1
human1_lib3.final_cell_0725	beta	Donor1
human1_lib3.final_cell_0726	quiescent_stellate	Donor1
human1_lib3.final_cell_0727	quiescent_stellate	Donor1
human1_lib3.final_cell_0728	quiescent_stellate	Donor1
human1_lib3.final_cell_0729	beta	Donor1
human1_lib3.final_cell_0730	beta	Donor1
human1_lib3.final_cell_0731	alpha	Donor1
human1_lib3.final_cell_0732	beta	Donor1
human1_lib3.final_cell_0733	beta	Donor1
human1_lib3.final_cell_0734	beta	Donor1
human1_lib3.final_cell_0735	alpha	Donor1
human1_lib3.final_cell_0736	endothelial	Donor1
human1_lib3.final_cell_0737	beta	Donor1
human1_lib3.final_cell_0738	endothelial	Donor1
human1_lib3.final_cell_0739	beta	Donor1
human1_lib3.final_cell_0740	quiescent_stellate	Donor1
human2_lib1.final_cell_0001	delta	Donor2
human2_lib1.final_cell_0002	delta	Donor2
human2_lib1.final_cell_0003	alpha	Donor2
human2_lib1.final_cell_0004	delta	Donor2
human2_lib1.final_cell_0005	delta	Donor2
human2_lib1.final_cell_0006	delta	Donor2
human2_lib1.final_cell_0007	delta	Donor2
human2_lib1.final_cell_0008	delta	Donor2
human2_lib1.final_cell_0009	activated_stellate	Donor2
human2_lib1.final_cell_0011	delta	Donor2
human2_lib1.final_cell_0012	delta	Donor2
human2_lib1.final_cell_0013	alpha	Donor2
human2_lib1.final_cell_0014	delta	Donor2
human2_lib1.final_cell_0015	alpha	Donor2
human2_lib1.final_cell_0016	alpha	Donor2
human2_lib1.final_cell_0017	beta	Donor2
human2_lib1.final_cell_0018	ductal	Donor2
human2_lib1.final_cell_0019	alpha	Donor2
human2_lib1.final_cell_0020	alpha	Donor2
human2_lib1.final_cell_0022	alpha	Donor2
human2_lib1.final_cell_0023	alpha	Donor2
human2_lib1.final_cell_0024	delta	Donor2
human2_lib1.final_cell_0026	alpha	Donor2
human2_lib1.final_cell_0027	delta	Donor2
human2_lib1.final_cell_0028	ductal	Donor2
human2_lib1.final_cell_0031	activated_stellate	Donor2
human2_lib1.final_cell_0032	ductal	Donor2
human2_lib1.final_cell_0033	alpha	Donor2
human2_lib1.final_cell_0034	delta	Donor2
human2_lib1.final_cell_0035	delta	Donor2
human2_lib1.final_cell_0036	delta	Donor2
human2_lib1.final_cell_0037	alpha	Donor2
human2_lib1.final_cell_0039	alpha	Donor2
human2_lib1.final_cell_0040	macrophage	Donor2
human2_lib1.final_cell_0041	alpha	Donor2
human2_lib1.final_cell_0042	delta	Donor2
human2_lib1.final_cell_0044	delta	Donor2
human2_lib1.final_cell_0045	alpha	Donor2
human2_lib1.final_cell_0046	alpha	Donor2
human2_lib1.final_cell_0047	alpha	Donor2
human2_lib1.final_cell_0048	alpha	Donor2
human2_lib1.final_cell_0049	ductal	Donor2
human2_lib1.final_cell_0050	activated_stellate	Donor2
human2_lib1.final_cell_0052	alpha	Donor2
human2_lib1.final_cell_0053	quiescent_stellate	Donor2
human2_lib1.final_cell_0054	beta	Donor2
human2_lib1.final_cell_0055	alpha	Donor2
human2_lib1.final_cell_0056	beta	Donor2
human2_lib1.final_cell_0057	beta	Donor2
human2_lib1.final_cell_0058	beta	Donor2
human2_lib1.final_cell_0059	alpha	Donor2
human2_lib1.final_cell_0060	delta	Donor2
human2_lib1.final_cell_0061	delta	Donor2
human2_lib1.final_cell_0062	alpha	Donor2
human2_lib1.final_cell_0063	beta	Donor2
human2_lib1.final_cell_0064	alpha	Donor2
human2_lib1.final_cell_0065	alpha	Donor2
human2_lib1.final_cell_0066	alpha	Donor2
human2_lib1.final_cell_0067	ductal	Donor2
human2_lib1.final_cell_0068	beta	Donor2
human2_lib1.final_cell_0069	ductal	Donor2
human2_lib1.final_cell_0070	activated_stellate	Donor2
human2_lib1.final_cell_0072	alpha	Donor2
human2_lib1.final_cell_0073	beta	Donor2
human2_lib1.final_cell_0075	alpha	Donor2
human2_lib1.final_cell_0076	beta	Donor2
human2_lib1.final_cell_0077	alpha	Donor2
human2_lib1.final_cell_0079	alpha	Donor2
human2_lib1.final_cell_0080	beta	Donor2
human2_lib1.final_cell_0081	alpha	Donor2
human2_lib1.final_cell_0082	ductal	Donor2
human2_lib1.final_cell_0084	alpha	Donor2
human2_lib1.final_cell_0085	alpha	Donor2
human2_lib1.final_cell_0087	alpha	Donor2
human2_lib1.final_cell_0088	alpha	Donor2
human2_lib1.final_cell_0089	alpha	Donor2
human2_lib1.final_cell_0090	beta	Donor2
human2_lib1.final_cell_0091	alpha	Donor2
human2_lib1.final_cell_0092	beta	Donor2
human2_lib1.final_cell_0093	alpha	Donor2
human2_lib1.final_cell_0095	delta	Donor2
human2_lib1.final_cell_0096	gamma	Donor2
human2_lib1.final_cell_0097	alpha	Donor2
human2_lib1.final_cell_0098	ductal	Donor2
human2_lib1.final_cell_0099	alpha	Donor2
human2_lib1.final_cell_0100	beta	Donor2
human2_lib1.final_cell_0101	beta	Donor2
human2_lib1.final_cell_0102	gamma	Donor2
human2_lib1.final_cell_0103	alpha	Donor2
human2_lib1.final_cell_0104	delta	Donor2
human2_lib1.final_cell_0105	beta	Donor2
human2_lib1.final_cell_0106	alpha	Donor2
human2_lib1.final_cell_0107	beta	Donor2
human2_lib1.final_cell_0108	alpha	Donor2
human2_lib1.final_cell_0109	alpha	Donor2
human2_lib1.final_cell_0110	alpha	Donor2
human2_lib1.final_cell_0111	beta	Donor2
human2_lib1.final_cell_0112	ductal	Donor2
human2_lib1.final_cell_0113	ductal	Donor2
human2_lib1.final_cell_0114	alpha	Donor2
human2_lib1.final_cell_0115	beta	Donor2
human2_lib1.final_cell_0116	alpha	Donor2
human2_lib1.final_cell_0118	alpha	Donor2
human2_lib1.final_cell_0119	beta	Donor2
human2_lib1.final_cell_0120	alpha	Donor2
human2_lib1.final_cell_0121	ductal	Donor2
human2_lib1.final_cell_0122	alpha	Donor2
human2_lib1.final_cell_0123	delta	Donor2
human2_lib1.final_cell_0124	beta	Donor2
human2_lib1.final_cell_0126	beta	Donor2
human2_lib1.final_cell_0127	alpha	Donor2
human2_lib1.final_cell_0128	beta	Donor2
human2_lib1.final_cell_0129	ductal	Donor2
human2_lib1.final_cell_0130	alpha	Donor2
human2_lib1.final_cell_0131	alpha	Donor2
human2_lib1.final_cell_0132	alpha	Donor2
human2_lib1.final_cell_0133	alpha	Donor2
human2_lib1.final_cell_0134	ductal	Donor2
human2_lib1.final_cell_0135	alpha	Donor2
human2_lib1.final_cell_0136	ductal	Donor2
human2_lib1.final_cell_0137	beta	Donor2
human2_lib1.final_cell_0139	beta	Donor2
human2_lib1.final_cell_0140	alpha	Donor2
human2_lib1.final_cell_0141	beta	Donor2
human2_lib1.final_cell_0142	alpha	Donor2
human2_lib1.final_cell_0143	activated_stellate	Donor2
human2_lib1.final_cell_0144	alpha	Donor2
human2_lib1.final_cell_0145	beta	Donor2
human2_lib1.final_cell_0146	alpha	Donor2
human2_lib1.final_cell_0147	alpha	Donor2
human2_lib1.final_cell_0148	alpha	Donor2
human2_lib1.final_cell_0149	alpha	Donor2
human2_lib1.final_cell_0150	beta	Donor2
human2_lib1.final_cell_0151	ductal	Donor2
human2_lib1.final_cell_0152	activated_stellate	Donor2
human2_lib1.final_cell_0153	alpha	Donor2
human2_lib1.final_cell_0154	alpha	Donor2
human2_lib1.final_cell_0155	ductal	Donor2
human2_lib1.final_cell_0156	delta	Donor2
human2_lib1.final_cell_0157	alpha	Donor2
human2_lib1.final_cell_0158	alpha	Donor2
human2_lib1.final_cell_0159	ductal	Donor2
human2_lib1.final_cell_0160	ductal	Donor2
human2_lib1.final_cell_0161	alpha	Donor2
human2_lib1.final_cell_0162	alpha	Donor2
human2_lib1.final_cell_0163	alpha	Donor2
human2_lib1.final_cell_0164	alpha	Donor2
human2_lib1.final_cell_0165	activated_stellate	Donor2
human2_lib1.final_cell_0166	alpha	Donor2
human2_lib1.final_cell_0167	macrophage	Donor2
human2_lib1.final_cell_0168	alpha	Donor2
human2_lib1.final_cell_0169	delta	Donor2
human2_lib1.final_cell_0170	alpha	Donor2
human2_lib1.final_cell_0171	activated_stellate	Donor2
human2_lib1.final_cell_0172	alpha	Donor2
human2_lib1.final_cell_0173	delta	Donor2
human2_lib1.final_cell_0174	alpha	Donor2
human2_lib1.final_cell_0175	alpha	Donor2
human2_lib1.final_cell_0176	alpha	Donor2
human2_lib1.final_cell_0177	ductal	Donor2
human2_lib1.final_cell_0178	alpha	Donor2
human2_lib1.final_cell_0179	alpha	Donor2
human2_lib1.final_cell_0180	alpha	Donor2
human2_lib1.final_cell_0182	beta	Donor2
human2_lib1.final_cell_0183	beta	Donor2
human2_lib1.final_cell_0184	alpha	Donor2
human2_lib1.final_cell_0185	gamma	Donor2
human2_lib1.final_cell_0187	beta	Donor2
human2_lib1.final_cell_0188	endothelial	Donor2
human2_lib1.final_cell_0189	gamma	Donor2
human2_lib1.final_cell_0190	ductal	Donor2
human2_lib1.final_cell_0191	alpha	Donor2
human2_lib1.final_cell_0192	ductal	Donor2
human2_lib1.final_cell_0193	delta	Donor2
human2_lib1.final_cell_0195	beta	Donor2
human2_lib1.final_cell_0196	beta	Donor2
human2_lib1.final_cell_0197	endothelial	Donor2
human2_lib1.final_cell_0198	beta	Donor2
human2_lib1.final_cell_0199	alpha	Donor2
human2_lib1.final_cell_0200	delta	Donor2
human2_lib1.final_cell_0201	beta	Donor2
human2_lib1.final_cell_0202	activated_stellate	Donor2
human2_lib1.final_cell_0203	alpha	Donor2
human2_lib1.final_cell_0204	beta	Donor2
human2_lib1.final_cell_0205	ductal	Donor2
human2_lib1.final_cell_0206	beta	Donor2
human2_lib1.final_cell_0207	gamma	Donor2
human2_lib1.final_cell_0208	alpha	Donor2
human2_lib1.final_cell_0209	alpha	Donor2
human2_lib1.final_cell_0210	alpha	Donor2
human2_lib1.final_cell_0211	delta	Donor2
human2_lib1.final_cell_0212	alpha	Donor2
human2_lib1.final_cell_0214	alpha	Donor2
human2_lib1.final_cell_0215	beta	Donor2
human2_lib1.final_cell_0216	endothelial	Donor2
human2_lib1.final_cell_0217	activated_stellate	Donor2
human2_lib1.final_cell_0218	alpha	Donor2
human2_lib1.final_cell_0219	beta	Donor2
human2_lib1.final_cell_0220	alpha	Donor2
human2_lib1.final_cell_0221	alpha	Donor2
human2_lib1.final_cell_0222	alpha	Donor2
human2_lib1.final_cell_0223	beta	Donor2
human2_lib1.final_cell_0224	beta	Donor2
human2_lib1.final_cell_0225	alpha	Donor2
human2_lib1.final_cell_0226	gamma	Donor2
human2_lib1.final_cell_0227	beta	Donor2
human2_lib1.final_cell_0228	alpha	Donor2
human2_lib1.final_cell_0229	alpha	Donor2
human2_lib1.final_cell_0230	alpha	Donor2
human2_lib1.final_cell_0231	beta	Donor2
human2_lib1.final_cell_0232	ductal	Donor2
human2_lib1.final_cell_0233	beta	Donor2
human2_lib1.final_cell_0234	activated_stellate	Donor2
human2_lib1.final_cell_0235	alpha	Donor2
human2_lib1.final_cell_0236	beta	Donor2
human2_lib1.final_cell_0237	beta	Donor2
human2_lib1.final_cell_0238	gamma	Donor2
human2_lib1.final_cell_0239	alpha	Donor2
human2_lib1.final_cell_0240	alpha	Donor2
human2_lib1.final_cell_0241	alpha	Donor2
human2_lib1.final_cell_0242	beta	Donor2
human2_lib1.final_cell_0243	alpha	Donor2
human2_lib1.final_cell_0244	endothelial	Donor2
human2_lib1.final_cell_0245	alpha	Donor2
human2_lib1.final_cell_0246	delta	Donor2
human2_lib1.final_cell_0247	activated_stellate	Donor2
human2_lib1.final_cell_0248	gamma	Donor2
human2_lib1.final_cell_0249	beta	Donor2
human2_lib1.final_cell_0250	alpha	Donor2
human2_lib1.final_cell_0251	ductal	Donor2
human2_lib1.final_cell_0252	beta	Donor2
human2_lib1.final_cell_0253	gamma	Donor2
human2_lib1.final_cell_0254	beta	Donor2
human2_lib1.final_cell_0255	beta	Donor2
human2_lib1.final_cell_0256	ductal	Donor2
human2_lib1.final_cell_0257	ductal	Donor2
human2_lib1.final_cell_0258	alpha	Donor2
human2_lib1.final_cell_0259	beta	Donor2
human2_lib1.final_cell_0260	beta	Donor2
human2_lib1.final_cell_0261	ductal	Donor2
human2_lib1.final_cell_0262	beta	Donor2
human2_lib1.final_cell_0263	ductal	Donor2
human2_lib1.final_cell_0264	alpha	Donor2
human2_lib1.final_cell_0265	alpha	Donor2
human2_lib1.final_cell_0266	activated_stellate	Donor2
human2_lib1.final_cell_0267	delta	Donor2
human2_lib1.final_cell_0268	alpha	Donor2
human2_lib1.final_cell_0269	activated_stellate	Donor2
human2_lib1.final_cell_0270	beta	Donor2
human2_lib1.final_cell_0271	alpha	Donor2
human2_lib1.final_cell_0272	delta	Donor2
human2_lib1.final_cell_0273	beta	Donor2
human2_lib1.final_cell_0274	beta	Donor2
human2_lib1.final_cell_0275	delta	Donor2
human2_lib1.final_cell_0276	ductal	Donor2
human2_lib1.final_cell_0277	alpha	Donor2
human2_lib1.final_cell_0278	delta	Donor2
human2_lib1.final_cell_0279	alpha	Donor2
human2_lib1.final_cell_0280	beta	Donor2
human2_lib1.final_cell_0281	ductal	Donor2
human2_lib1.final_cell_0282	beta	Donor2
human2_lib1.final_cell_0283	endothelial	Donor2
human2_lib1.final_cell_0284	ductal	Donor2
human2_lib1.final_cell_0285	beta	Donor2
human2_lib1.final_cell_0286	alpha	Donor2
human2_lib1.final_cell_0287	activated_stellate	Donor2
human2_lib1.final_cell_0288	beta	Donor2
human2_lib1.final_cell_0289	alpha	Donor2
human2_lib1.final_cell_0290	beta	Donor2
human2_lib1.final_cell_0291	beta	Donor2
human2_lib1.final_cell_0292	alpha	Donor2
human2_lib1.final_cell_0293	beta	Donor2
human2_lib1.final_cell_0294	alpha	Donor2
human2_lib1.final_cell_0295	gamma	Donor2
human2_lib1.final_cell_0296	beta	Donor2
human2_lib1.final_cell_0297	ductal	Donor2
human2_lib1.final_cell_0298	beta	Donor2
human2_lib1.final_cell_0299	alpha	Donor2
human2_lib1.final_cell_0300	alpha	Donor2
human2_lib1.final_cell_0301	alpha	Donor2
human2_lib1.final_cell_0302	alpha	Donor2
human2_lib1.final_cell_0303	ductal	Donor2
human2_lib1.final_cell_0304	beta	Donor2
human2_lib1.final_cell_0305	alpha	Donor2
human2_lib1.final_cell_0306	alpha	Donor2
human2_lib1.final_cell_0307	ductal	Donor2
human2_lib1.final_cell_0308	alpha	Donor2
human2_lib1.final_cell_0309	ductal	Donor2
human2_lib1.final_cell_0310	alpha	Donor2
human2_lib1.final_cell_0311	alpha	Donor2
human2_lib1.final_cell_0312	gamma	Donor2
human2_lib1.final_cell_0314	ductal	Donor2
human2_lib1.final_cell_0315	alpha	Donor2
human2_lib1.final_cell_0316	alpha	Donor2
human2_lib1.final_cell_0318	beta	Donor2
human2_lib1.final_cell_0319	ductal	Donor2
human2_lib1.final_cell_0320	alpha	Donor2
human2_lib1.final_cell_0321	ductal	Donor2
human2_lib1.final_cell_0322	alpha	Donor2
human2_lib1.final_cell_0323	ductal	Donor2
human2_lib1.final_cell_0324	beta	Donor2
human2_lib1.final_cell_0325	beta	Donor2
human2_lib1.final_cell_0326	beta	Donor2
human2_lib1.final_cell_0327	ductal	Donor2
human2_lib1.final_cell_0328	ductal	Donor2
human2_lib1.final_cell_0329	alpha	Donor2
human2_lib1.final_cell_0330	delta	Donor2
human2_lib1.final_cell_0331	alpha	Donor2
human2_lib1.final_cell_0332	beta	Donor2
human2_lib1.final_cell_0333	beta	Donor2
human2_lib1.final_cell_0334	endothelial	Donor2
human2_lib1.final_cell_0335	alpha	Donor2
human2_lib1.final_cell_0336	alpha	Donor2
human2_lib1.final_cell_0337	alpha	Donor2
human2_lib1.final_cell_0338	alpha	Donor2
human2_lib1.final_cell_0339	alpha	Donor2
human2_lib1.final_cell_0340	alpha	Donor2
human2_lib1.final_cell_0341	ductal	Donor2
human2_lib1.final_cell_0342	alpha	Donor2
human2_lib1.final_cell_0343	alpha	Donor2
human2_lib1.final_cell_0344	ductal	Donor2
human2_lib1.final_cell_0345	alpha	Donor2
human2_lib1.final_cell_0346	ductal	Donor2
human2_lib1.final_cell_0347	ductal	Donor2
human2_lib1.final_cell_0348	ductal	Donor2
human2_lib1.final_cell_0349	alpha	Donor2
human2_lib1.final_cell_0350	activated_stellate	Donor2
human2_lib1.final_cell_0351	ductal	Donor2
human2_lib1.final_cell_0352	alpha	Donor2
human2_lib1.final_cell_0353	alpha	Donor2
human2_lib1.final_cell_0354	beta	Donor2
human2_lib1.final_cell_0355	delta	Donor2
human2_lib1.final_cell_0356	alpha	Donor2
human2_lib1.final_cell_0357	alpha	Donor2
human2_lib1.final_cell_0358	ductal	Donor2
human2_lib1.final_cell_0359	alpha	Donor2
human2_lib1.final_cell_0360	alpha	Donor2
human2_lib1.final_cell_0361	gamma	Donor2
human2_lib1.final_cell_0362	ductal	Donor2
human2_lib1.final_cell_0363	alpha	Donor2
human2_lib1.final_cell_0364	delta	Donor2
human2_lib1.final_cell_0365	endothelial	Donor2
human2_lib1.final_cell_0366	beta	Donor2
human2_lib1.final_cell_0367	alpha	Donor2
human2_lib1.final_cell_0368	beta	Donor2
human2_lib1.final_cell_0369	alpha	Donor2
human2_lib1.final_cell_0370	alpha	Donor2
human2_lib1.final_cell_0371	alpha	Donor2
human2_lib1.final_cell_0372	gamma	Donor2
