Barcode	Set	Platform	Type
GSE85241_D31.8_83	GSE85241	CEL-Seq2	beta
GSE85241_D31.8_84	GSE85241	CEL-Seq2	beta
GSE85241_D31.8_85	GSE85241	CEL-Seq2	ductal
GSE85241_D31.8_86	GSE85241	CEL-Seq2	alpha
GSE85241_D31.8_87	GSE85241	CEL-Seq2	PP
GSE85241_D31.8_88	GSE85241	CEL-Seq2	beta
GSE85241_D31.8_89	GSE85241	CEL-Seq2	acinar
GSE85241_D31.8_90	GSE85241	CEL-Seq2	ductal
GSE85241_D31.8_91	GSE85241	CEL-Seq2	acinar
GSE85241_D31.8_92	GSE85241	CEL-Seq2	MC
GSE85241_D31.8_93	GSE85241	CEL-Seq2	alpha
GSE85241_D31.8_94	GSE85241	CEL-Seq2	ductal
GSE85241_D30.1_1	GSE85241	CEL-Seq2	acinar
GSE85241_D30.1_2	GSE85241	CEL-Seq2	ductal
GSE85241_D30.1_3	GSE85241	CEL-Seq2	EC
GSE85241_D30.1_4	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_5	GSE85241	CEL-Seq2	delta
GSE85241_D30.1_6	GSE85241	CEL-Seq2	delta
GSE85241_D30.1_7	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_9	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_10	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_13	GSE85241	CEL-Seq2	ductal
GSE85241_D30.1_14	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_15	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_16	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_17	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_19	GSE85241	CEL-Seq2	acinar
GSE85241_D30.1_20	GSE85241	CEL-Seq2	delta
GSE85241_D30.1_21	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_22	GSE85241	CEL-Seq2	MC
GSE85241_D30.1_23	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_24	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_25	GSE85241	CEL-Seq2	MC
GSE85241_D30.1_26	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_27	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_28	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_29	GSE85241	CEL-Seq2	acinar
GSE85241_D30.1_30	GSE85241	CEL-Seq2	acinar
GSE85241_D30.1_31	GSE85241	CEL-Seq2	ductal
GSE85241_D30.1_32	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_33	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_35	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_36	GSE85241	CEL-Seq2	EC
GSE85241_D30.1_37	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_38	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_39	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_40	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_41	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_42	GSE85241	CEL-Seq2	ductal
GSE85241_D30.1_43	GSE85241	CEL-Seq2	ductal
GSE85241_D30.1_44	GSE85241	CEL-Seq2	EC
GSE85241_D30.1_45	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_46	GSE85241	CEL-Seq2	ductal
GSE85241_D30.1_47	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_49	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_51	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_52	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_53	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_54	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_55	GSE85241	CEL-Seq2	acinar
GSE85241_D30.1_56	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_57	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_58	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_59	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_60	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_61	GSE85241	CEL-Seq2	acinar
GSE85241_D30.1_62	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_63	GSE85241	CEL-Seq2	acinar
GSE85241_D30.1_64	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_65	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_66	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_67	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_68	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_69	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_70	GSE85241	CEL-Seq2	MC
GSE85241_D30.1_71	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_72	GSE85241	CEL-Seq2	acinar
GSE85241_D30.1_73	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_74	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_75	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_77	GSE85241	CEL-Seq2	EC
GSE85241_D30.1_78	GSE85241	CEL-Seq2	ductal
GSE85241_D30.1_79	GSE85241	CEL-Seq2	MC
GSE85241_D30.1_81	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_82	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_83	GSE85241	CEL-Seq2	delta
GSE85241_D30.1_84	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_85	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_86	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_87	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_88	GSE85241	CEL-Seq2	ductal
GSE85241_D30.1_89	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_90	GSE85241	CEL-Seq2	alpha
GSE85241_D30.1_91	GSE85241	CEL-Seq2	acinar
GSE85241_D30.1_93	GSE85241	CEL-Seq2	beta
GSE85241_D30.1_94	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_1	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_2	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_3	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_4	GSE85241	CEL-Seq2	ductal
GSE85241_D30.2_5	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_6	GSE85241	CEL-Seq2	MC
GSE85241_D30.2_7	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_8	GSE85241	CEL-Seq2	PP
GSE85241_D30.2_9	GSE85241	CEL-Seq2	ductal
GSE85241_D30.2_10	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_11	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_12	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_13	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_14	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_15	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_16	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_17	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_18	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_19	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_20	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_21	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_22	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_23	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_24	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_25	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_26	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_27	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_28	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_29	GSE85241	CEL-Seq2	MC
GSE85241_D30.2_30	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_31	GSE85241	CEL-Seq2	PP
GSE85241_D30.2_32	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_33	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_34	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_35	GSE85241	CEL-Seq2	ductal
GSE85241_D30.2_37	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_38	GSE85241	CEL-Seq2	EC
GSE85241_D30.2_39	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_40	GSE85241	CEL-Seq2	ductal
GSE85241_D30.2_42	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_43	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_44	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_45	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_46	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_47	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_48	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_49	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_50	GSE85241	CEL-Seq2	ductal
GSE85241_D30.2_51	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_52	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_53	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_54	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_55	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_56	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_57	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_58	GSE85241	CEL-Seq2	ductal
GSE85241_D30.2_59	GSE85241	CEL-Seq2	MC
GSE85241_D30.2_61	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_62	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_64	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_65	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_66	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_67	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_68	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_70	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_72	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_73	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_74	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_75	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_76	GSE85241	CEL-Seq2	acinar
GSE85241_D30.2_77	GSE85241	CEL-Seq2	MC
GSE85241_D30.2_78	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_79	GSE85241	CEL-Seq2	EC
GSE85241_D30.2_80	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_81	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_82	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_83	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_84	GSE85241	CEL-Seq2	MC
GSE85241_D30.2_85	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_86	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_87	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_88	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_89	GSE85241	CEL-Seq2	delta
GSE85241_D30.2_90	GSE85241	CEL-Seq2	beta
GSE85241_D30.2_91	GSE85241	CEL-Seq2	alpha
GSE85241_D30.2_92	GSE85241	CEL-Seq2	MC
GSE85241_D30.2_93	GSE85241	CEL-Seq2	MC
GSE85241_D30.2_94	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_1	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_2	GSE85241	CEL-Seq2	acinar
GSE85241_D30.3_3	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_4	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_5	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_6	GSE85241	CEL-Seq2	MC
GSE85241_D30.3_7	GSE85241	CEL-Seq2	MC
GSE85241_D30.3_8	GSE85241	CEL-Seq2	ductal
GSE85241_D30.3_9	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_10	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_11	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_12	GSE85241	CEL-Seq2	ductal
GSE85241_D30.3_13	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_14	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_15	GSE85241	CEL-Seq2	PP
GSE85241_D30.3_16	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_17	GSE85241	CEL-Seq2	ductal
GSE85241_D30.3_18	GSE85241	CEL-Seq2	delta
GSE85241_D30.3_19	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_20	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_21	GSE85241	CEL-Seq2	PP
GSE85241_D30.3_22	GSE85241	CEL-Seq2	delta
GSE85241_D30.3_23	GSE85241	CEL-Seq2	delta
GSE85241_D30.3_24	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_25	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_26	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_27	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_28	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_29	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_30	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_31	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_32	GSE85241	CEL-Seq2	ductal
GSE85241_D30.3_33	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_34	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_35	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_36	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_37	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_38	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_39	GSE85241	CEL-Seq2	MC
GSE85241_D30.3_40	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_41	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_42	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_43	GSE85241	CEL-Seq2	delta
GSE85241_D30.3_44	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_45	GSE85241	CEL-Seq2	acinar
GSE85241_D30.3_46	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_47	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_48	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_49	GSE85241	CEL-Seq2	ductal
GSE85241_D30.3_50	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_51	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_52	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_53	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_54	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_55	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_56	GSE85241	CEL-Seq2	ductal
GSE85241_D30.3_57	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_58	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_59	GSE85241	CEL-Seq2	MC
GSE85241_D30.3_60	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_61	GSE85241	CEL-Seq2	MC
GSE85241_D30.3_62	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_63	GSE85241	CEL-Seq2	acinar
GSE85241_D30.3_64	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_65	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_67	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_68	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_69	GSE85241	CEL-Seq2	delta
GSE85241_D30.3_70	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_72	GSE85241	CEL-Seq2	MC
GSE85241_D30.3_73	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_74	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_75	GSE85241	CEL-Seq2	delta
GSE85241_D30.3_76	GSE85241	CEL-Seq2	delta
GSE85241_D30.3_77	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_78	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_79	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_80	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_81	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_82	GSE85241	CEL-Seq2	delta
GSE85241_D30.3_84	GSE85241	CEL-Seq2	EC
GSE85241_D30.3_86	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_87	GSE85241	CEL-Seq2	delta
GSE85241_D30.3_88	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_89	GSE85241	CEL-Seq2	beta
GSE85241_D30.3_90	GSE85241	CEL-Seq2	ductal
GSE85241_D30.3_91	GSE85241	CEL-Seq2	acinar
GSE85241_D30.3_92	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_93	GSE85241	CEL-Seq2	alpha
GSE85241_D30.3_94	GSE85241	CEL-Seq2	EC
GSE85241_D30.4_2	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_3	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_5	GSE85241	CEL-Seq2	delta
GSE85241_D30.4_6	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_7	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_8	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_9	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_10	GSE85241	CEL-Seq2	MC
GSE85241_D30.4_11	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_12	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_13	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_14	GSE85241	CEL-Seq2	delta
GSE85241_D30.4_16	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_17	GSE85241	CEL-Seq2	delta
GSE85241_D30.4_18	GSE85241	CEL-Seq2	acinar
GSE85241_D30.4_19	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_20	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_21	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_22	GSE85241	CEL-Seq2	delta
GSE85241_D30.4_23	GSE85241	CEL-Seq2	acinar
GSE85241_D30.4_24	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_25	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_26	GSE85241	CEL-Seq2	delta
GSE85241_D30.4_27	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_28	GSE85241	CEL-Seq2	delta
GSE85241_D30.4_29	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_30	GSE85241	CEL-Seq2	MC
GSE85241_D30.4_31	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_32	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_33	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_34	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_35	GSE85241	CEL-Seq2	MC
GSE85241_D30.4_36	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_37	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_38	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_39	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_40	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_41	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_42	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_43	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_44	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_46	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_47	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_48	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_49	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_50	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_51	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_52	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_53	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_54	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_55	GSE85241	CEL-Seq2	MC
GSE85241_D30.4_58	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_59	GSE85241	CEL-Seq2	delta
GSE85241_D30.4_60	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_61	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_62	GSE85241	CEL-Seq2	acinar
GSE85241_D30.4_63	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_64	GSE85241	CEL-Seq2	MC
GSE85241_D30.4_65	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_66	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_67	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_68	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_69	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_70	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_71	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_73	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_74	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_75	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_76	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_77	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_78	GSE85241	CEL-Seq2	MC
GSE85241_D30.4_79	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_80	GSE85241	CEL-Seq2	delta
GSE85241_D30.4_81	GSE85241	CEL-Seq2	acinar
GSE85241_D30.4_82	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_83	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_85	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_86	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_87	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_88	GSE85241	CEL-Seq2	alpha
GSE85241_D30.4_90	GSE85241	CEL-Seq2	beta
GSE85241_D30.4_91	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_92	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_93	GSE85241	CEL-Seq2	ductal
GSE85241_D30.4_94	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_3	GSE85241	CEL-Seq2	MC
GSE85241_D30.5_4	GSE85241	CEL-Seq2	MC
GSE85241_D30.5_5	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_7	GSE85241	CEL-Seq2	beta
GSE85241_D30.5_8	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_9	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_10	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_11	GSE85241	CEL-Seq2	delta
GSE85241_D30.5_12	GSE85241	CEL-Seq2	delta
GSE85241_D30.5_13	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_14	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_15	GSE85241	CEL-Seq2	MC
GSE85241_D30.5_16	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_17	GSE85241	CEL-Seq2	delta
GSE85241_D30.5_18	GSE85241	CEL-Seq2	delta
GSE85241_D30.5_20	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_21	GSE85241	CEL-Seq2	beta
GSE85241_D30.5_22	GSE85241	CEL-Seq2	delta
GSE85241_D30.5_23	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_24	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_25	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_26	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_27	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_28	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_29	GSE85241	CEL-Seq2	MC
GSE85241_D30.5_31	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_32	GSE85241	CEL-Seq2	beta
GSE85241_D30.5_33	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_34	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_35	GSE85241	CEL-Seq2	delta
GSE85241_D30.5_36	GSE85241	CEL-Seq2	acinar
GSE85241_D30.5_37	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_38	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_39	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_40	GSE85241	CEL-Seq2	beta
GSE85241_D30.5_41	GSE85241	CEL-Seq2	EC
GSE85241_D30.5_42	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_43	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_44	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_45	GSE85241	CEL-Seq2	acinar
GSE85241_D30.5_46	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_48	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_49	GSE85241	CEL-Seq2	beta
GSE85241_D30.5_50	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_51	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_53	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_54	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_55	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_56	GSE85241	CEL-Seq2	beta
GSE85241_D30.5_57	GSE85241	CEL-Seq2	beta
GSE85241_D30.5_58	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_59	GSE85241	CEL-Seq2	MC
GSE85241_D30.5_60	GSE85241	CEL-Seq2	beta
GSE85241_D30.5_61	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_62	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_63	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_64	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_65	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_66	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_67	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_69	GSE85241	CEL-Seq2	beta
GSE85241_D30.5_70	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_71	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_72	GSE85241	CEL-Seq2	MC
GSE85241_D30.5_73	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_74	GSE85241	CEL-Seq2	PP
GSE85241_D30.5_75	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_76	GSE85241	CEL-Seq2	delta
GSE85241_D30.5_78	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_79	GSE85241	CEL-Seq2	acinar
GSE85241_D30.5_80	GSE85241	CEL-Seq2	MC
GSE85241_D30.5_81	GSE85241	CEL-Seq2	ductal
GSE85241_D30.5_82	GSE85241	CEL-Seq2	delta
GSE85241_D30.5_83	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_84	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_85	GSE85241	CEL-Seq2	delta
GSE85241_D30.5_88	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_89	GSE85241	CEL-Seq2	acinar
GSE85241_D30.5_90	GSE85241	CEL-Seq2	MC
GSE85241_D30.5_91	GSE85241	CEL-Seq2	delta
GSE85241_D30.5_92	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_93	GSE85241	CEL-Seq2	alpha
GSE85241_D30.5_94	GSE85241	CEL-Seq2	alpha
